,country,resort,hotel,price,distance_from_lift_(m),altitude (m),totalPiste (km),totalLifts,gondolas,chairlifts,draglifts,blues,reds,blacks,totalRuns,link,sleeps,decSnowLow2020(cm),decSnowHigh2020(cm),janSnowLow2020(cm),janSnowHigh2020(cm),febSnowLow2020(cm),febSnowHigh2020(cm)
229,austria,bad-gastein,hotel-post,1083,unknown,1080,250,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-gastein/hotel-post_38001?holidayId=58463421,unknown,0,100,48,155,45,176
230,france,alpe-d-huez,hotel-club-mmv-les-bergers,1087,10,1850,249,82,15,23,41,23.0,74.0,38.0,135.0,https://www.igluski.com/ski-resorts/france/alpe-d-huez/hotel-club-mmv-les-bergers_15304?holidayId=58510302,150,71,120,151,276,141,241
231,austria,zell-am-see,hotel-berner,1088,100,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/hotel-berner_2201?holidayId=58523254,72,0,58,43,147,46,150
232,austria,bad-gastein,hotel-salzburger-hof,1101,400,1080,250,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-gastein/hotel-salzburger-hof_36844?holidayId=58210854,unknown,0,100,48,155,45,176
233,austria,schladming,stadthotel-brunner,1101,300,745,175,93,8,23,62,22.0,44.0,8.0,74.0,https://www.igluski.com/ski-resorts/austria/schladming/stadthotel-brunner_40741?holidayId=58205056,200,0,50,70,110,67,118
234,france,val-thorens,hotel-le-val-chaviere,1101,200,2300,600,183,40,69,74,183.0,106.0,32.0,321.0,https://www.igluski.com/ski-resorts/france/val-thorens/hotel-le-val-chaviere_1447?holidayId=58473996,98,98,121,215,267,207,269
235,france,les-arcs-1800,hotel-du-golf,1107,50,1800,200,82,8,33,41,57.0,33.0,18.0,108.0,https://www.igluski.com/ski-resorts/france/les-arcs-1800/hotel-du-golf_65?holidayId=59319919,492,unknown,unknown,unknown,unknown,unknown,unknown
236,france,avoriaz,les-cimes-du-soleil,1107,200,950,650,107,14,83,0,39.0,219.0,28.0,286.0,https://www.igluski.com/ski-resorts/france/avoriaz/les-cimes-du-soleil_36887?holidayId=59318838,unknown,10,50,40,190,23,156
237,austria,seefeld,hotel-vaya-seefeld,1107,unknown,1207,50,31,2,7,21,8.0,8.0,2.0,18.0,https://www.igluski.com/ski-resorts/austria/seefeld/hotel-vaya-seefeld_6201?holidayId=58475473,110,0,0,20,70,35,102
238,austria,zell-am-see,hotel-waldhof,1116,350,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/hotel-waldhof_32158?holidayId=58199462,158,0,58,43,147,46,150
239,austria,kaprun,hotel-antonius,1116,unknown,775,132,56,12,17,27,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/kaprun/hotel-antonius_1369?holidayId=58435756,100,0,130,33,188,39,235
240,austria,bad-hofgastein,hotel-osterreichischerhof,1117,unknown,870,208,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-hofgastein/hotel-osterreichischerhof_1256?holidayId=58203789,115,0,100,48,155,45,176
241,italy,courmayeur,hotel-gran-baita,1119,unknown,1224,100,16,5,8,3,6.0,12.0,4.0,22.0,https://www.igluski.com/ski-resorts/italy/courmayeur/hotel-gran-baita_2580?holidayId=58476395,unknown,40,100,40,100,41,117
242,austria,zell-am-see,boutique-hotel-twotimez,1120,200,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/boutique-hotel-twotimez_36915?holidayId=58544080,unknown,0,58,43,147,46,150
